timestamp,rr
1622962696167,425,2829556
1622962696592,429,2829981
1622962697165,431,2830410
1622962697596,429,2830841
1622962698025,433,2831270
1622962698149,434,2831703
1622962698583,434,2832137
1622962699141,436,2832571
1622962699577,437,2833007
1622962700127,435,2833444
1622962700562,436,2833879
1622962701187,439,2834315
1622962701626,438,2834754
1622962702064,441,2835192
1622962702112,437,2835633
1622962702549,439,2836070
1622962703097,438,2836509
1622962703535,441,2836947
1622962704084,442,2837388
1622962704526,440,2837830
1622962705092,443,2838270
1622962705535,444,2838713
1622962705979,447,2839157
1622962706069,445,2839604
1622962706514,447,2840049
1622962707071,446,2840496
1622962707517,451,2840942
1622962708050,455,2841393
1622962708505,455,2841848
1622962709036,455,2842303
1622962709491,457,2842758
1622962710025,456,2843215
1622962710481,457,2843671
1622962710938,457,2844128
1622962711030,453,2844585
1622962711483,455,2845038
1622962713013,456,2845493
1622962713469,456,2845949
1622962713053,459,2846405
1622962713512,461,2846864
1622962714990,449,2847325
1622962715439,449,2847774
1622962715027,454,2848223
1622962715481,452,2848677
1622962715933,443,2849129
1622962716953,452,2849572
1622962717405,447,2850024
1622962716977,443,2850471
1622962717420,447,2850914
1622962718447,446,2851361
1622962718893,445,2851807
1622962719429,438,2852252
1622962719867,441,2852690
1622962720308,444,2853131
1622962720421,440,2853575
1622962720861,435,2854015
1622962721425,440,2854450
1622962721865,442,2854890
1622962722408,440,2855332
1622962722848,436,2855772
1622962723284,438,2856208
1622962723409,442,2856646
1622962723851,438,2857088
1622962724391,439,2857526
1622962724830,440,2857965
1622962725372,438,2858405
1622962725810,436,2858843
1622962726369,434,2859279
1622962726803,435,2859713
1622962727238,442,2860148
1622962727350,434,2860590
1622962727784,429,2861024
1622962728343,437,2861453
1622962728780,437,2861890
1622962729352,436,2862327
1622962729788,430,2862763
1622962730218,431,2863193
1622962730329,436,2863624
1622962730765,436,2864060
1622962731335,430,2864496
1622962731765,432,2864926
1622962732311,432,2865358
1622962732743,436,2865790
1622962733179,432,2866226
1622962733306,432,2866658
1622962733738,440,2867090
1622962734291,437,2867530
1622962734728,436,2867967
1622962735287,435,2868403
1622962735722,438,2868838
1622962736160,441,2869276
1622962736267,435,2869717
1622962736702,434,2870152
1622962737268,439,2870586
1622962737707,438,2871025
1622962738247,435,2871463
1622962738682,430,2871898
1622962739227,435,2872328
1622962739662,439,2872763
1622962740101,435,2873202
1622962740230,429,2873637
1622962740659,436,2874066
1622962741229,429,2874502
1622962741658,436,2874931
1622962742207,430,2875367
1622962742637,426,2875797
1622962743063,437,2876223
1622962743192,431,2876660
1622962743623,431,2877091
1622962744178,429,2877522
1622962744607,431,2877951
1622962745190,435,2878382
1622962745625,433,2878817
1622962746058,429,2879250
1622962746162,429,2879679
1622962746591,431,2880108
1622962747168,436,2880539
1622962747604,430,2880975
1622962748146,426,2881405
1622962748572,429,2881831
1622962749001,430,2882260
1622962749148,432,2882690
1622962749580,428,2883122
1622962750117,423,2883550
1622962750540,429,2883973
1622962751146,431,2884402
1622962751577,432,2884833
1622962752009,427,2885265
1622962752108,422,2885692
1622962752530,429,2886114
1622962753107,428,2886543
1622962753535,433,2886971
1622962754090,426,2887404
1622962754516,423,2887830
1622962754939,430,2888253
1622962755091,429,2888683
1622962755520,433,2889112
1622962756069,425,2889545
1622962756494,425,2889970
1622962757050,431,2890395
1622962757481,431,2890826
1622962757912,431,2891257
1622962758050,426,2891688
1622962758476,427,2892114
1622962759028,433,2892541
1622962759461,432,2892974
1622962760034,426,2893406
1622962760460,431,2893832
1622962760891,429,2894263
1622962761007,430,2894692
1622962761437,427,2895122
1622962763010,426,2895549
1622962763436,431,2895975
1622962763091,430,2896406
1622962763521,431,2896836
1622962763979,424,2897267
1622962764403,857,2897691
1622962764990,429,2898548
1622962765419,427,2898977
1622962765968,421,2899404
1622962766389,428,2899825
1622962766817,430,2900253
1622962767446,430,2900683
1622962767876,425,2901113
1622962768446,427,2901538
1622962768873,426,2901965
1622962769432,435,2902391
1622962769867,431,2902826
1622962770298,425,2903257
1622962770417,430,2903682
1622962770847,430,2904112
1622962771406,433,2904542
1622962771839,426,2904975
1622962772410,422,2905401
1622962772832,429,2905823
1622962773261,427,2906252
1622962773391,428,2906679
1622962774392,423,2907107
1622962774815,850,2907530
1622962775370,428,2908380
1622962775798,425,2908808
1622962776223,425,2909233
1622962776372,425,2909658
1622962776797,429,2910083
1622962777367,428,2910512
1622962777795,428,2910940
1622962778348,427,2911368
1622962778775,428,2911795
1622962779203,432,2912223
1622962779323,428,2912655
1622962779751,428,2913083
1622962780331,432,2913511
1622962780763,430,2913943
1622962781307,431,2914373
1622962781738,431,2914804
1622962782169,434,2915235
1622962782306,432,2915669
1622962782738,433,2916101
1622962783288,434,2916534
1622962783722,432,2916968
1622962784287,438,2917400
1622962784725,438,2917838
1622962785163,438,2918276
1622962785262,436,2918714
1622962785698,438,2919150
1622962786266,441,2919588
1622962786707,439,2920029
1622962787247,440,2920468
1622962787687,440,2920908
1622962788249,440,2921348
1622962788689,441,2921788
1622962789130,443,2922229
1622962789221,438,2922672
1622962789659,438,2923110
1622962790215,442,2923548
1622962790657,443,2923990
1622962791209,443,2924433
1622962791652,439,2924876
1622962792210,444,2925315
1622962792654,441,2925759
1622962793095,444,2926200
1622962793188,446,2926644
1622962793634,442,2927090
1622962794189,444,2927532
1622962794633,445,2927976
1622962795162,443,2928421
1622962795605,441,2928864
1622962796170,444,2929305
1622962796614,443,2929749
1622962797057,446,2930192
1622962797147,452,2930638
1622962797599,450,2931090
1622962798149,452,2931540
1622962798601,454,2931992
1622962799128,455,2932446
1622962799583,451,2932901
1622962800128,455,2933352
1622962800583,457,2933807
1622962801104,455,2934264
1622962801559,460,2934719
1622962802019,458,2935179
1622962802092,457,2935637
1622962802549,457,2936094
1622962803090,458,2936551
1622962803548,455,2937009
1622962804092,455,2937464
1622962804547,454,2937919
1622962805065,452,2938373
1622962805517,457,2938825
1622962806070,453,2939282
1622962806523,454,2939735
1622962806977,453,2940189
1622962807050,455,2940642
1622962807505,451,2941097
1622962808050,451,2941548
1622962808501,450,2941999
1622962809029,450,2942449
1622962809479,454,2942899
1622962810029,454,2943353
1622962810483,455,2943807
1622962811001,453,2944262
1622962811454,451,2944715
1622962811905,450,2945166
1622962813005,450,2945616
1622962813455,448,2946066
1622962813018,444,2946514
1622962813462,447,2946958
1622962813972,444,2947405
1622962814416,449,2947849
1622962814966,447,2948298
1622962815413,446,2948745
1622962815859,444,2949191
1622962815955,446,2949635
1622962816401,447,2950081
1622962817452,443,2950528
1622962817895,446,2950971
1622962818447,446,2951417
1622962818893,447,2951863
1622962820427,443,2952310
1622962820870,449,2952753
1622962821319,446,2953202
1622962820449,442,2953648
1622962820891,445,2954090
1622962821397,448,2954535
1622962821845,445,2954983
1622962822407,438,2955428
1622962822845,440,2955866
1622962823389,442,2956306
1622962823831,438,2956748
1622962824269,434,2957186
1622962824371,438,2957620
1622962824809,435,2958058
1622962825360,437,2958493
1622962825797,432,2958930
1622962826367,432,2959362
1622962826799,438,2959794
1622962827237,434,2960232
1622962827348,430,2960666
1622962827778,427,2961096
1622962828366,431,2961523
1622962828797,436,2961954
1622962829345,433,2962390
1622962829778,427,2962823
1622962830205,429,2963250
1622962830311,429,2963679
1622962830740,436,2964108
1622962831309,429,2964544
1622962831738,424,2964973
1622962832306,430,2965397
1622962832736,430,2965827
1622962833166,434,2966257
1622962833290,426,2966691
1622962833716,422,2967117
1622962834269,428,2967539
1622962834697,426,2967967
1622962835287,428,2968393
1622962835715,423,2968821
1622962836138,418,2969244
1622962836252,425,2969662
1622962836677,425,2970087
1622962837265,426,2970512
1622962837691,421,2970938
1622962838247,419,2971359
1622962838666,425,2971778
1622962839091,424,2972203
1622962839227,428,2972627
1622962839655,420,2973055
1622962840229,418,2973475
1622962840647,423,2973893
1622962841209,425,2974316
1622962841634,426,2974741
1622962842060,422,2975167
1622962842212,424,2975589
1622962842636,424,2976013
1622962843198,424,2976437
1622962843622,431,2976861
1622962845165,427,2977292
1622962845592,429,2977719
1622962846021,427,2978148
1622962845214,429,2978575
1622962845643,429,2979004
1622962846148,429,2979433
1622962846577,434,2979862
1622962847011,432,2980296
1622962847136,433,2980728
1622962847569,431,2981161
1622962848127,433,2981592
1622962848560,429,2982025
1622962849127,431,2982454
1622962849558,431,2982885
1622962849989,429,2983316
1622962850109,435,2983745
1622962850544,436,2984180
1622962851107,435,2984616
1622962851542,436,2985051
1622962852089,437,2985487
1622962852526,435,2985924
1622962853093,438,2986359
1622962853531,437,2986797
1622962853968,436,2987234
1622962854088,439,2987670
1622962854527,387,2988109
1622962855070,488,2988496
1622962855558,444,2988984
1622962856053,442,2989428
1622962856495,440,2989870
1622962857049,443,2990310
1622962857492,443,2990753
1622962857935,442,2991196
1622962858026,446,2991638
1622962858472,447,2992084
1622962859018,448,2992531
1622962859466,445,2992979
1622962860009,451,2993424
1622962860460,446,2993875
1622962861988,451,2994321
1622962862439,452,2994772
1622962862891,450,2995224
1622962862047,453,2995674
1622962862500,454,2996127
1622962863968,456,2996581
1622962864424,450,2997037
1622962863987,456,2997487
1622962864443,452,2997943
1622962864958,455,2998395
1622962865413,455,2998850
1622962866448,452,2999305
1622962866900,456,2999757
1622962867356,454,3000213
1622962867430,458,3000667
1622962867888,456,3001125
1622962868424,454,3001581
1622962868878,456,3002035
1622962869430,457,3002491
1622962869887,457,3002948
1622962871412,460,3003405
1622962871872,460,3003865
1622962871435,456,3004325
1622962871891,386,3004781
1622962872277,523,3005167
1622962872391,460,3005690
1622962872851,451,3006150
1622962873388,453,3006601
1622962873841,453,3007054
1622962874369,448,3007507
1622962874817,447,3007955
1622962875350,451,3008402
1622962875801,446,3008853
1622962876344,445,3009299
1622962876789,454,3009744
1622962877243,447,3010198
1622962877331,444,3010645
1622962877775,447,3011089
1622962878329,450,3011536
1622962878779,448,3011986
1622962879329,443,3012434
1622962879772,446,3012877
1622962880300,451,3013323
1622962880751,447,3013774
1622962881198,443,3014221
1622962881307,451,3014664
1622962881758,447,3015115
1622962882286,443,3015562
1622962882729,449,3016005
1622962883272,449,3016454
1622962883721,448,3016903
1622962884262,442,3017351
1622962884704,445,3017793
1622962885149,450,3018238
1622962885267,439,3018688
1622962885706,438,3019127
1622962886249,444,3019565
1622962886693,442,3020009
1622962887248,438,3020451
1622962887686,440,3020889
1622962888230,441,3021329
1622962888671,442,3021770
1622962889113,439,3022212
1622962889229,440,3022651
1622962889669,446,3023091
1622962890209,441,3023537
1622962890650,439,3023978
1622962891207,445,3024417
1622962891652,444,3024862
1622962892191,442,3025306
1622962892633,438,3025748
1622962893071,443,3026186
1622962893170,447,3026629
1622962893617,445,3027076
1622962894161,439,3027521
1622962894600,445,3027960
1622962895167,446,3028405
1622962895613,447,3028851
1622962896145,439,3029298
1622962896584,442,3029737
1622962897026,445,3030179
1622962897149,444,3030624
1622962897593,441,3031068
1622962898128,447,3031509
1622962898575,446,3031956
1622962899127,443,3032402
1622962899570,445,3032845
1622962900107,445,3033290
1622962900552,449,3033735
1622962901001,442,3034184
1622962901090,444,3034626
1622962901534,449,3035070
1622962902090,444,3035519
1622962902534,441,3035963
1622962903087,442,3036404
1622962903529,443,3036846
1622962904060,444,3037289
1622962904504,440,3037733
1622962904944,442,3038173
1622962905055,448,3038615
1622962905503,441,3039063
1622962906048,438,3039504
1622962906486,440,3039942
1622962907049,441,3040382
1622962907490,441,3040823
1622962908029,436,3041264
1622962908465,438,3041700
1622962908903,441,3042138
1622962909026,440,3042579
1622962909466,435,3043019
1622962910000,438,3043454
1622962910438,439,3043892
1622962911991,443,3044331
1622962912434,435,3044774
1622962912869,435,3045209
1622962912034,439,3045644
1622962912473,438,3046083
1622962913967,436,3046521
1622962914403,434,3046957
1622962913992,435,3047391
1622962914427,440,3047826
1622962914967,435,3048266
1622962915402,432,3048701
1622962915834,440,3049133
1622962916451,435,3049573
1622962916886,433,3050008
1622962917428,435,3050441
1622962917863,435,3050876
1622962918426,439,3051311
1622962918865,436,3051750
1622962919301,435,3052186
1622962919407,443,3052621
1622962919850,439,3053064
1622962920410,440,3053503
1622962920850,438,3053943
1622962922390,440,3054381
1622962922830,445,3054821
1622962922411,438,3055266
1622962922849,437,3055704
1622962923286,443,3056141
1622962923369,442,3056584
1622962923811,438,3057026
1622962924369,437,3057464
1622962924806,438,3057901
1622962925347,442,3058339
1622962925789,437,3058781
1622962926226,431,3059218
1622962926349,440,3059649
1622962926789,436,3060089
1622962927329,434,3060525
1622962927763,435,3060959
1622962928328,435,3061394
1622962928763,438,3061829
1622962929201,435,3062267
1622962929308,435,3062702
1622962929743,438,3063137
1622962930309,438,3063575
1622962930747,437,3064013
1622962931309,435,3064450
1622962931744,436,3064885
1622962932290,439,3065321
1622962932729,435,3065760
1622962933164,430,3066195
1622962933298,435,3066625
1622962933733,438,3067060
1622962934267,438,3067498
1622962934705,431,3067936
1622962935245,432,3068367
1622962935677,436,3068799
1622962936113,438,3069235
1622962936745,435,3069673
1622962937180,433,3070108
1622962937230,435,3070541
1622962937665,436,3070976
1622962938227,436,3071412
1622962938663,435,3071848
1622962939209,437,3072283
1622962939646,437,3072720
1622962940083,438,3073157
1622962940210,439,3073595
1622962940649,437,3074034
1622962941186,439,3074471
1622962941625,437,3074910
1622962942190,440,3075347
1622962942630,442,3075787
1622962943072,439,3076229
1622962943168,443,3076668
1622962943611,441,3077111
1622962944185,445,3077552
1622962944630,443,3077997
1622962945167,442,3078440
1622962945609,441,3078882
1622962946137,441,3079323
1622962946578,443,3079764
1622962947021,442,3080207
1622962947626,445,3080649
1622962948071,444,3081094
1622962948630,445,3081538
1622962949075,448,3081983
1622962949104,445,3082431
1622962949549,442,3082876
1622962950098,444,3083318
1622962950542,442,3083762
1622962950984,442,3084204
1622962951091,445,3084646
1622962951536,443,3085091
1622962952074,442,3085534
1622962952516,444,3085976
1622962953067,445,3086420
1622962953512,444,3086865
1622962954549,447,3087309
1622962954996,449,3087756
1622962955445,448,3088205
1622962955047,446,3088653
1622962955493,448,3089099
1622962956050,451,3089547
1622962956501,445,3089998
1622962957029,442,3090443
1622962957471,448,3090885
1622962958018,447,3091333
1622962958465,439,3091780
1622962958904,441,3092219
1622962959010,442,3092660
1622962959452,447,3093102
1622962960008,438,3093549
1622962960446,438,3093987
1622962962025,442,3094425
1622962962467,442,3094867
1622962962145,438,3095309
1622962962583,439,3095747
1622962963022,440,3096186
1622962963967,441,3096626
1622962964408,438,3097067
1622962964027,442,3097505
1622962964469,447,3097947
1622962965448,443,3098394
1622962965891,438,3098837
1622962966448,447,3099275
1622962966895,447,3099722
1622962967342,440,3100169
1622962967430,441,3100609
1622962967871,442,3101050
1622962968467,446,3101492
1622962968913,441,3101938
1622962969408,438,3102379
1622962969846,442,3102817
1622962970288,441,3103259
1622962970407,320,3103700
1622962970727,533,3104020
1622962971382,448,3104553
1622962971830,441,3105001
1622962972389,439,3105442
1622962972828,438,3105881
1622962973359,444,3106319
1622962973803,441,3106763
1622962974244,438,3107204
1622962974368,437,3107642
1622962974805,441,3108079
1622962975350,445,3108520
1622962975795,441,3108965
1622962976331,438,3109406
1622962976769,445,3109844
1622962977328,445,3110289
1622962977773,443,3110734
1622962978216,448,3111177
1622962978330,447,3111625
1622962978777,451,3112072
1622962979310,449,3112523
1622962979759,449,3112972
1622962980309,451,3113421
1622962980760,454,3113872
1622962981287,454,3114326
1622962981741,457,3114780
1622962982287,456,3115237
1622962982743,459,3115693
1622962983202,461,3116152
1622962983267,460,3116613
1622962983727,461,3117073
1622962984269,459,3117534
1622962984728,462,3117993
1622962985243,461,3118455
1622962985704,458,3118916
1622962986251,459,3119374
1622962986710,459,3119833
1622962987227,459,3120292
1622962987686,459,3120751
1622962988213,457,3121210
1622962988670,456,3121667
1622962989126,456,3122123
1622962989201,454,3122579
1622962989655,456,3123033
1622962990189,449,3123489
1622962990638,447,3123938
1622962991179,448,3124385
1622962991627,451,3124833
1622962992187,450,3125284
1622962992637,450,3125734
1622962993173,451,3126184
1622962993624,451,3126635
1622962994075,452,3127086
1622962994155,452,3127538
1622962994607,456,3127990
1622962995148,460,3128446
1622962995608,458,3128906
1622962996148,455,3129364
1622962996603,463,3129819
1622962998109,459,3130282
1622962998568,465,3130741
1622962998132,467,3131206
1622962998599,463,3131673
1622962999062,465,3132136
1622962999100,462,3132601
1622962999562,465,3133063
1622963000106,464,3133528
1622963000570,461,3133992
1622963001088,462,3134453
1622963001550,466,3134915
1622963002089,467,3135381
1622963002556,468,3135848
1622963003069,471,3136316
1622963003540,478,3136787
1622963004052,483,3137265
1622963004535,484,3137748
1622963005048,486,3138232
1622963005534,480,3138718
1622963006028,482,3139198
1622963006510,481,3139680
1622963007027,479,3140161
1622963007506,479,3140640
1622963007985,478,3141119
1622963008027,479,3141597
1622963008506,476,3142076
1622963009005,476,3142552
1622963009481,474,3143028
1622963010006,479,3143502
1622963010485,477,3143981
1622963011987,477,3144458
1622963012464,476,3144935
1622963012007,477,3145411
1622963012484,481,3145888
1622963013953,474,3146369
1622963014427,470,3146843
1622963013973,477,3147313
1622963014450,474,3147790
1622963015448,468,3148264
1622963015916,476,3148732
1622963016423,468,3149208
1622963016891,468,3149676
1622963017359,472,3150144
1622963017412,465,3150616
1622963017877,463,3151081
1622963018409,470,3151544
1622963018879,466,3152014
1622963019408,460,3152480
1622963019868,468,3152940
1622963020383,466,3153408
1622963020849,463,3153874
1622963021374,470,3154337
1622963021844,464,3154807
1622963022368,458,3155271
1622963022826,467,3155729
1622963023370,464,3156196
1622963023834,457,3156660
1622963024291,463,3157117
1622963024348,463,3157580
1622963024811,458,3158043
1622963025333,465,3158501
1622963025798,465,3158966
1622963026326,458,3159431
1622963026784,460,3159889
1622963027328,464,3160349
1622963027792,457,3160813
1622963028302,456,3161270
1622963028758,457,3161726
1622963029215,458,3162183
1622963029307,455,3162641
1622963029762,453,3163096
1622963030287,458,3163549
1622963030745,450,3164007
1622963031272,453,3164457
1622963031725,459,3164910
1622963032267,453,3165369
1622963032720,448,3165822
1622963033256,456,3166270
1622963033712,455,3166726
1622963034167,448,3167181
1622963034245,452,3167629
1622963034697,453,3168081
1622963035235,452,3168534
1622963035687,451,3168986
1622963036227,450,3169437
1622963036677,452,3169887
1622963037229,445,3170339
1622963037674,447,3170784
1622963038208,451,3171231
1622963038659,448,3171682
1622963039107,442,3172130
1622963039207,447,3172572
1622963039654,450,3173019
1622963040181,447,3173469
1622963040628,440,3173916
1622963041176,447,3174356
1622963041623,452,3174803
1622963042161,446,3175255
1622963042607,438,3175701
1622963043045,448,3176139
1622963043167,443,3176587
1622963043610,442,3177030
1622963044150,443,3177472
1622963044593,441,3177915
1622963045133,445,3178356
1622963045578,440,3178801
1622963046122,444,3179241
1622963046566,445,3179685
1622963047011,443,3180130
1622963047127,438,3180573
1622963047565,442,3181011
1622963048102,441,3181453
1622963048543,444,3181894
1622963049099,436,3182338
1622963049535,437,3182774
1622963049972,443,3183211
1622963050088,444,3183654
1622963050532,438,3184098
1622963051071,439,3184536
1622963051510,439,3184975
1622963052063,443,3185414
1622963052506,438,3185857
1622963053068,439,3186295
1622963053507,443,3186734
1622963053950,439,3187177
1622963054049,436,3187616
1622963054485,438,3188052
1622963055050,438,3188490
1622963055488,439,3188928
1622963056028,432,3189367
1622963056460,434,3189799
1622963056894,438,3190233
1622963057013,438,3190671
1622963057451,434,3191109
1622963058006,428,3191543
1622963058434,436,3191971
1622963059007,438,3192407
1622963059445,436,3192845
1622963059985,429,3193281
1622963060414,434,3193710
1622963060848,434,3194144
1622963061962,435,3194578
1622963062397,432,3195013
1622963061972,432,3195445
1622963062404,436,3195877
1622963062969,434,3196313
1622963063403,430,3196747
1622963063833,437,3197177
1622963064453,435,3197614
1622963064888,438,3198049
1622963065434,431,3198487
1622963065865,434,3198918
1622963066418,441,3199352
1622963066859,439,3199793
1622963067298,435,3200232
1622963067407,434,3200667
1622963067841,437,3201101
1622963068409,440,3201538
1622963068849,435,3201978
1622963069409,431,3202413
1622963069840,437,3202844
1622963070387,436,3203281
1622963070823,436,3203717
1622963071259,430,3204153
1622963071389,430,3204583
1622963071819,435,3205013
1622963072358,434,3205448
1622963072792,430,3205882
1622963073347,431,3206312
1622963073778,430,3206743
1622963074208,433,3207173
1622963074349,429,3207606
1622963074778,428,3208035
1622963075828,433,3208463
1622963076261,430,3208896
1622963076329,433,3209326
1622963076762,425,3209759
1622963077187,431,3210184
1622963077329,435,3210615
1622963077764,431,3211050
1622963078309,429,3211481
1622963078738,428,3211910
1622963079289,431,3212338
1622963079720,435,3212769
1622963080155,430,3213204
1622963080288,426,3213634
1622963080714,433,3214060
1622963081268,432,3214493
1622963081700,434,3214925
1622963082256,426,3215359
1622963082682,429,3215785
1622963083111,433,3216214
1622963083267,435,3216647
1622963083702,429,3217082
1622963084250,427,3217511
1622963084677,432,3217938
1622963085230,434,3218370
1622963085664,433,3218804
1622963086097,427,3219237
1622963086229,428,3219664
1622963086657,429,3220092
1622963087212,434,3220521
1622963087646,429,3220955
1622963088201,425,3221384
1622963088626,431,3221809
1622963089057,429,3222240
1622963089212,433,3222669
1622963089645,428,3223102
1622963090181,429,3223530
1622963090610,434,3223959
1622963091186,432,3224393
1622963091618,429,3224825
1622963092047,431,3225254
1622963092161,433,3225685
1622963092594,437,3226118
1622963093169,434,3226555
1622963093603,430,3226989
1622963094148,437,3227419
1622963094585,435,3227856
1622963095146,438,3228291
1622963095584,429,3228729
1622963096013,432,3229158
1622963096128,437,3229590
1622963096565,434,3230027
1622963097111,427,3230461
1622963097538,427,3230888
1622963098106,428,3231315
1622963098534,433,3231743
1622963098967,427,3232176
1622963100082,423,3232603
1622963100505,428,3233026
1622963100101,428,3233454
1622963100529,431,3233882
1622963101087,426,3234313
1622963101513,425,3234739
1622963101938,423,3235164
1622963102068,428,3235587
1622963102496,430,3236015
1622963103066,429,3236445
1622963103495,427,3236874
1622963104040,428,3237301
1622963104468,427,3237729
1622963104895,428,3238156
1622963105025,430,3238584
1622963105455,426,3239014
1622963106017,428,3239440
1622963106445,432,3239868
1622963107007,429,3240300
1622963107436,427,3240729
1622963107863,430,3241156
1622963108010,431,3241586
1622963108441,429,3242017
1622963109009,434,3242446
1622963109443,432,3242880
1622963109989,433,3243312
1622963110422,433,3243745
1622963110855,433,3244178
1622963111970,434,3244611
1622963112404,434,3245045
1622963111998,436,3245479
1622963112434,437,3245915
1622963112947,438,3246352
1622963113385,436,3246790
1622963113821,437,3247226
1622963114430,440,3247663
1622963114870,441,3248103
1622963115431,443,3248544
1622963115874,442,3248987
1622963116415,443,3249429
1622963116858,440,3249872
1622963117409,444,3250312
1622963117853,446,3250756
1622963118299,446,3251202
1622963118408,451,3251648
1622963118859,449,3252099
1622963119391,449,3252548
1622963119840,446,3252997
1622963120380,448,3253443
1622963120828,449,3253891
1622963121387,452,3254340
1622963121839,452,3254792
1622963122291,450,3255244
1622963122367,454,3255694
1622963122821,455,3256148
1622963123346,462,3256603
1622963123808,462,3257065
1622963124347,458,3257527
1622963124805,462,3257985
1622963125330,465,3258447
1622963125795,467,3258912
1622963126330,471,3259379
1622963126801,468,3259850
1622963127303,471,3260318
1622963127774,473,3260789
1622963128307,472,3261262
1622963128779,475,3261734
1622963129288,471,3262209
1622963129759,472,3262680
1622963130231,471,3263152
1622963130285,470,3263623
1622963130755,466,3264093
1622963131261,472,3264559
1622963131733,468,3265031
1622963132255,475,3265499
1622963132730,477,3265974
1622963133247,475,3266451
1622963133722,480,3266926
1622963134250,478,3267406
1622963134728,480,3267884
1622963135227,478,3268364
1622963135705,476,3268842
1622963136229,474,3269318
1622963136703,473,3269792
1622963137212,472,3270265
1622963137684,470,3270737
1622963138207,471,3271207
1622963138678,475,3271678
1622963139185,479,3272153
1622963139664,480,3272632
1622963140144,479,3273112
1622963140175,477,3273591
1622963140652,479,3274068
1622963141167,480,3274547
1622963141647,480,3275027
1622963142151,475,3275507
1622963142626,475,3275982
1622963143142,475,3276457
1622963143617,477,3276932
1622963144131,476,3277409
1622963144607,475,3277885
1622963145126,476,3278360
1622963145602,482,3278836
1622963146111,487,3279318
1622963146598,483,3279805
1622963147108,484,3280288
1622963147592,481,3280772
1622963148100,486,3281253
1622963148586,483,3281739
1622963149088,482,3282222
1622963149570,477,3282704
1622963150047,476,3283181
1622963150089,477,3283657
1622963150566,477,3284134
1622963151070,474,3284611
1622963151544,479,3285085
1622963152069,482,3285564
1622963152551,483,3286046
1622963153051,489,3286529
1622963153540,486,3287018
1622963154047,488,3287504
1622963154535,490,3287992
1622963155029,493,3288482
1622963155522,489,3288975
1622963156026,488,3289464
1622963156514,491,3289952
1622963157001,492,3290443
1622963157493,492,3290935
1622963158006,490,3291427
1622963158496,487,3291917
1622963158981,493,3292404
1622963159474,494,3292897
1622963160969,497,3293391
1622963161466,496,3293888
1622963160997,497,3294384
1622963161494,504,3294881
1622963162947,501,3295385
1622963163448,503,3295886
1622963163447,497,3296389
1622963163944,499,3296886
1622963164426,497,3297385
1622963164923,496,3297882
1622963165428,490,3298378
1622963165918,491,3298868
1622963166408,492,3299359
1622963166900,492,3299851
1622963167407,489,3300343
1622963167896,493,3300832
1622963168409,493,3301325
1622963168902,495,3301818
1622963169387,491,3302313
1622963169878,499,3302804
1622963170369,499,3303303
1622963170868,505,3303802
1622963171367,504,3304307
1622963171871,507,3304811
1622963172368,508,3305318
1622963172876,512,3305826
1622963174328,507,3306338
1622963174835,508,3306845
1622963174351,509,3307353
1622963174860,508,3307862
1622963175339,506,3308370
1622963175845,503,3308876
1622963176329,505,3309379
1622963176834,502,3309884
1622963177309,504,3310386
1622963177813,500,3310890
1622963178310,503,3311390
1622963178813,502,3311893
1622963179275,504,3312395
1622963179779,502,3312899
1622963180289,504,3313401
1622963180793,504,3313905
1622963181255,509,3314409
1622963181764,504,3314918
1622963182274,509,3315422
1622963182783,511,3315931
1622963183234,513,3316442
1622963183747,513,3316955
1622963184227,516,3317468
1622963184743,518,3317984
1622963185215,514,3318502
1622963185729,521,3319016
1622963186207,521,3319537
1622963187209,522,3320058
1622963187731,519,3320580
1622963188184,513,3321099
1622963188697,512,3321612
1622963189189,512,3322124
1622963189701,511,3322636
1622963190169,506,3323147
1622963190675,508,3323653
1622963191166,508,3324161
1622963191674,506,3324669
1622963192147,503,3325175
1622963192650,505,3325678
1622963193154,503,3326183
1622963193657,503,3326686
1622963194124,499,3327189
1622963194623,497,3327688
1622963195126,500,3328185
1622963195626,501,3328685
1622963196109,506,3329186
1622963196615,509,3329692
1622963197108,508,3330201
1622963197616,504,3330709
1622963198088,501,3331213
1622963198589,509,3331714
1622963200068,508,3332223
1622963200576,508,3332731
1622963200105,510,3333239
1622963200615,506,3333749
1622963201067,503,3334255
1622963201570,507,3334758
1622963202050,505,3335265
1622963202555,508,3335770
1622963203035,505,3336278
1622963203540,508,3336783
1622963204029,507,3337291
1622963204536,511,3337798
1622963205027,508,3338309
1622963205535,510,3338817
1622963206011,510,3339327
1622963206521,513,3339837
1622963206993,509,3340350
1622963207502,510,3340859
1622963207996,509,3341369
1622963208505,510,3341878
1622963208973,509,3342388
1622963209482,511,3342897
1622963210970,511,3343408
1622963211481,514,3343919
1622963210993,513,3344433
1622963211506,513,3344946
1622963212965,513,3345459
1622963213478,512,3345972
1622963213447,511,3346484
1622963213958,506,3346995
1622963214427,509,3347501
1622963214936,505,3348010
1622963215409,509,3348515
1622963215918,503,3349024
1622963216409,506,3349527
1622963216915,507,3350033
1622963217409,507,3350540
1622963217916,503,3351047
1622963218391,506,3351550
1622963218897,508,3352056
1622963219385,510,3352564
1622963219895,506,3353074
1622963220387,513,3353580
1622963221366,513,3354093
1622963221879,517,3354606
1622963222348,512,3355123
1622963222860,520,3355635
